player_name,team_name,position,accurateCrosses,accurateCrossesPercentage,accurateFinalThirdPasses,accurateLongBalls,accurateLongBallsPercentage,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePasses,accuratePassesPercentage,aerialDuelsWon,aerialDuelsWonPercentage,aerialLost,appearances,assists,ballRecovery,bigChancesCreated,bigChancesMissed,blockedShots,cleanSheet,clearances,dispossessed,dribbledPast,duelLost,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,fouls,freeKickGoal,goalConversionPercentage,goals,goalsAssistsSum,goalsConceded,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,goalsFromInsideTheBox,goalsFromOutsideTheBox,goalsPrevented,groundDuelsWon,groundDuelsWonPercentage,headedGoals,highClaims,hitWoodwork,inaccuratePasses,interceptions,keyPasses,leftFootGoals,matchesStarted,minutesPlayed,offsides,ownGoals,passToAssist,penaltiesTaken,penaltyConceded,penaltyConversion,penaltyFaced,penaltyGoals,penaltySave,penaltyWon,possessionLost,possessionWonAttThird,punches,rating,redCards,rightFootGoals,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,saves,savesCaught,savesParried,scoringFrequency,setPieceConversion,shotFromSetPiece,shotsFromInsideTheBox,shotsFromOutsideTheBox,shotsOffTarget,shotsOnTarget,successfulDribbles,successfulDribblesPercentage,tackles,tacklesWon,tacklesWonPercentage,totalAttemptAssist,totalContest,totalCross,totalDuelsWon,totalDuelsWonPercentage,totalLongBalls,totalOppositionHalfPasses,totalOwnHalfPasses,totalPasses,totalShots,totwAppearances,touches,wasFouled,yellowCards
Jean-Clair Todibo,West Ham United,D,0,0,58,24,39.3442623,198,458,656,87.81793842,24,50,24,20,1,86,0,1,1,1,93,1,6,42,0,2,0.32636473,0.2442,7,0,0,0,1,34,32,2,0,0,,43,70.49180328,0,0,1,91,16,5,0,20,1700,1,0,0,0,0,0,0,0,0,0,111,1,0,6.59,1,0,0,0,0,0,0,0,0,0,2,0,1,0,3,42.85714286,38,24,63.15789474,5,7,2,67,61.46788991,61,255,492,747,2,0,983,3,4
Ezra Mayers,West Ham United,D,2,66.66666667,24,4,40,44,24,68,83.95061728,3,75,1,6,0,6,0,0,1,0,4,1,0,2,0,0,0.49082712,0.1188,0,0,0,0,0,3,3,0,0,0,,1,50,0,0,0,13,1,2,0,0,134,0,0,0,0,0,0,0,0,0,0,17,0,0,6.583333333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,100,0,0,0,2,1,3,4,66.66666667,10,53,28,81,1,0,101,0,0
Max Kilman,West Ham United,D,1,33.33333333,43,27,35.52631579,186,418,604,87.91848617,47,57.31707317,35,21,0,43,0,2,2,1,111,5,7,63,0,0,0.30917744,0.5682,16,0,0,0,0,37,35,2,0,0,,22,44,0,0,0,83,9,4,0,17,1565,0,0,0,0,2,0,0,0,0,0,98,0,0,6.557894737,0,0,0,0,0,0,0,0,0,0,6,1,4,1,4,80,16,8,50,4,5,3,69,52.27272727,76,249,438,687,7,0,916,2,4
Oliver Scarles,West Ham United,M,3,8.823529412,50,18,42.85714286,105,113,218,80.74074074,7,50,7,12,0,35,3,0,0,0,29,0,9,28,1,0,0.30986934,0.177,6,0,0,0,0,16,15,1,0,0,,38,64.40677966,0,0,0,52,13,4,0,9,657,1,0,0,0,0,0,0,0,0,1,115,2,0,6.55,0,0,0,0,0,0,0,0,0,0,3,0,3,0,2,22.22222222,29,21,72.4137931,4,9,34,45,61.64383562,42,142,128,270,3,0,493,7,1
Valentín Castellanos,West Ham United,F,1,20,46,0,0,72,35,107,66.04938272,13,36.11111111,23,11,0,18,1,4,5,1,13,9,3,62,0,0,0.53154829,2.6683,19,0,9.090909091,2,2,13,12,1,2,0,,17,30.35714286,2,0,0,55,1,9,0,11,866,7,0,0,0,0,0,0,0,0,0,98,4,0,6.536363636,0,0,0,0,0,0,0,433,0,0,20,2,9,8,2,20,5,4,80,9,10,5,30,32.60869565,4,116,46,162,22,0,280,10,2
Adama Traoré,West Ham United,F,4,19.04761905,41,1,33.33333333,55,19,74,77.89473684,1,7.142857143,13,22,0,14,1,0,3,0,2,11,2,38,0,0,0.56992261,0.3477,7,0,0,0,0,11,10,1,0,0,,21,45.65217391,0,0,0,21,0,3,0,1,422,5,0,0,0,0,0,0,0,0,0,72,2,0,6.510526316,0,0,0,0,0,0,0,0,0,0,6,0,2,1,12,60,1,1,100,3,20,21,22,36.66666667,3,73,22,95,6,0,193,8,1
Luis Guilherme,West Ham United,M,0,0,7,1,100,11,16,27,90,0,0,1,5,0,8,0,0,0,0,2,5,1,11,0,0,0.03567383,0.0695,0,0,0,0,0,2,2,0,0,0,,3,23.07692308,0,0,0,3,0,1,0,1,121,0,0,0,0,0,0,0,0,0,0,15,0,0,6.48,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,33.33333333,1,1,100,1,6,0,3,21.42857143,1,13,17,30,1,0,50,0,0
Pablo Felipe,West Ham United,F,0,0,23,1,33.33333333,46,32,78,75,12,36.36363636,21,7,0,17,0,1,2,0,6,9,3,48,0,0,0.08909455,0.5397,12,0,0,0,0,7,6,1,0,0,,20,42.55319149,0,0,0,26,4,5,0,5,407,0,0,0,0,0,0,0,0,0,0,50,1,0,6.4,0,0,0,0,0,0,0,0,0,0,6,0,4,0,5,62.5,11,6,54.54545455,5,8,0,32,40,3,66,38,104,6,0,182,5,0
George Earthy,West Ham United,M,0,0,1,0,0,1,2,3,100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.00664349,,0,0,0,0,0,1,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,3,0,0
Callum Marshall,West Ham United,F,0,0,0,0,0,1,1,2,50,1,25,3,2,0,1,0,1,0,0,0,2,0,6,0,0,0.00013167,0.1288,0,0,0,0,0,2,2,0,0,0,,1,25,0,0,0,2,2,0,0,0,58,1,0,0,0,0,0,0,0,0,0,8,0,0,6.35,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,50,0,0,0,0,2,0,2,25,0,3,1,4,1,0,17,0,0
Nayef Aguerd,West Ham United,D,0,0,17,6,46.15384615,42,62,104,90.43478261,4,57.14285714,3,2,0,8,0,0,0,0,11,0,0,3,0,0,0.02594453,0.1014,0,0,0,0,0,8,8,0,0,0,,3,100,0,0,0,11,1,0,0,2,180,0,0,0,0,0,0,0,0,0,0,14,0,0,6.2,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,100,1,0,0,0,1,2,7,70,13,52,63,115,2,0,145,1,0
Niclas Füllkrug,West Ham United,F,0,0,18,1,50,38,19,57,61.29032258,18,36,32,8,0,10,0,1,2,0,4,6,1,48,0,0,0.22563074,0.9172,11,0,0,0,0,11,11,0,0,0,,3,15.78947368,0,0,0,36,2,7,0,5,408,3,0,0,0,0,0,0,0,0,0,51,2,0,6.1875,0,0,0,0,0,0,0,0,0,0,9,0,4,3,0,0,2,1,50,7,0,0,21,30.43478261,2,72,21,93,9,0,144,1,0
Martin Dúbravka,Burnley,G,0,0,62,224,33.53293413,179,404,583,56.54704171,22,84.61538462,4,31,0,248,0,0,0,4,54,0,1,5,2,0,0.06433318,,0,0,0,0,0,61,57,4,0,0,-3.0403,5,83.33333333,0,21,0,448,0,0,0,31,2790,0,0,0,0,0,0,7,0,0,0,455,0,40,6.938709677,0,0,74,35,111,2,27,0,0,0,0,0,0,0,0,0,1,1,100,0,0,0,27,84.375,668,584,447,1031,0,2,1364,6,1
Bashir Humphreys,Burnley,D,3,18.75,93,38,38,213,301,514,80.56426332,19,45.23809524,23,15,0,52,1,1,4,2,68,5,12,58,0,1,0.62080105,0.3186,13,0,0,0,0,27,25,2,0,0,,35,50,0,0,0,124,7,6,0,13,1240,0,0,0,0,0,0,0,0,0,0,168,1,0,6.928571429,0,0,0,0,0,0,0,0,0,0,4,3,2,1,5,50,24,16,66.66666667,6,10,16,54,48.21428571,100,289,349,638,7,1,876,6,5
Josh Cullen,Burnley,M,1,8.333333333,164,42,43.75,350,378,728,84.06466513,17,51.51515152,16,18,2,73,4,0,4,2,35,10,12,55,0,2,1.35254865,0.9004,16,0,18.18181818,2,4,29,27,2,2,0,,49,55.68181818,0,0,0,138,22,13,0,18,1519,0,1,0,0,1,0,0,0,0,0,183,3,0,6.911111111,0,2,0,0,0,0,0,759.5,0,0,3,8,1,6,2,33.33333333,31,18,58.06451613,13,6,12,66,54.54545455,96,465,401,866,11,1,1084,18,2
James Ward-Prowse,Burnley,M,17,33.33333333,78,18,54.54545455,176,147,323,88.01089918,8,40,12,11,1,25,6,0,2,1,10,1,8,29,0,0,1.23884789,0.1237,7,0,0,0,1,17,17,0,0,0,,15,46.875,0,0,0,44,10,17,0,8,737,0,0,0,0,0,0,0,0,0,0,88,3,0,6.863636364,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,8,4,50,17,1,51,23,44.23076923,33,214,153,367,2,0,489,7,1
Jaidon Anthony,Burnley,M,12,20.33898305,191,25,58.13953488,323,205,528,79.16041979,11,35.48387097,20,30,1,119,5,2,12,2,24,34,25,143,0,3,2.56174026,3.9629,20,0,15.2173913,7,8,46,44,2,7,0,,96,43.83561644,0,0,2,139,13,31,5,25,2131,7,0,0,0,1,0,0,0,0,1,354,20,0,6.86,0,2,0,0,0,0,0,304.4285714,0,0,32,14,16,18,27,38.02816901,34,18,52.94117647,31,71,59,107,42.8,43,419,248,667,46,1,1182,38,4
Zian Flemming,Burnley,F,1,33.33333333,51,7,53.84615385,95,36,131,65.82914573,50,43.85964912,64,22,0,24,0,8,10,0,24,13,4,117,0,0,0.30912584,6.0202,31,0,21.05263158,8,8,22,21,1,7,1,,30,36.14457831,3,0,0,68,5,8,1,14,1222,2,0,0,2,0,100,0,2,0,0,140,1,0,6.768181818,0,4,0,0,0,0,0,152.75,0,1,30,8,12,16,3,30,10,6,60,8,10,3,80,40.60913706,13,154,45,199,38,1,423,17,3
Hannibal Mejbri,Burnley,M,9,34.61538462,129,15,41.66666667,214,91,305,77.21518987,5,17.24137931,24,23,3,56,4,0,6,1,5,27,12,86,0,2,1.32017823,0.5481,17,0,7.142857143,1,4,22,22,0,1,0,,78,55.71428571,0,0,0,90,8,14,0,12,1012,3,0,0,0,1,0,0,0,0,0,182,7,0,6.719047619,0,1,0,0,0,0,0,1012,0,1,4,10,4,4,16,59.25925926,25,13,52,14,27,26,83,49.11242604,36,281,114,395,14,1,653,37,7
Lesley Ugochukwu,Burnley,M,1,16.66666667,139,22,55,314,243,557,82.88690476,22,44.89795918,27,30,1,86,0,1,8,1,20,27,16,108,1,0,0.29368362,2.2512,25,0,15,3,4,43,40,3,3,0,,81,50,2,0,0,115,16,8,1,22,1991,1,0,0,0,1,0,0,0,0,0,186,5,0,6.716666667,1,0,0,0,0,0,0,663.6666667,0,0,13,7,5,7,10,38.46153846,46,24,52.17391304,8,26,6,103,48.81516588,40,398,274,672,20,0,983,26,1
Florentino Luís,Burnley,M,1,11.11111111,134,35,63.63636364,331,383,714,85.61151079,19,47.5,21,24,2,85,0,2,3,1,48,12,29,104,1,3,0.42133656,0.5687,31,0,0,0,2,37,36,1,0,0,,89,51.74418605,0,0,0,120,30,9,0,20,1665,1,0,0,0,1,0,0,0,0,0,170,2,0,6.7125,0,0,0,0,0,0,0,0,0,0,2,7,5,1,7,38.88888889,75,40,53.33333333,9,18,9,108,50.94339623,55,414,420,834,9,0,1147,7,4
Oliver Sonne,Burnley,D,1,20,15,3,42.85714286,23,16,39,66.10169492,5,71.42857143,2,7,0,4,0,0,0,0,4,1,1,10,0,0,0.08502003,0.5505,4,0,33.33333333,1,1,4,4,0,1,0,,3,27.27272727,0,0,0,20,1,1,1,1,165,0,0,0,0,0,0,0,0,0,0,31,0,0,6.683333333,0,0,0,0,0,0,0,165,0,0,3,0,2,1,1,33.33333333,2,1,50,1,3,5,8,44.44444444,7,38,21,59,3,0,98,0,0
Marcus Edwards,Burnley,M,4,23.52941176,113,5,50,173,60,233,82.62411348,1,12.5,7,19,3,42,5,2,9,0,4,23,16,71,0,0,1.66306873,1.4542,7,0,4.761904762,1,4,16,15,1,1,0,,32,33.33333333,0,0,1,49,2,18,1,9,911,1,0,0,0,0,0,0,0,0,0,148,6,0,6.644444444,0,0,0,0,0,0,0,911,0,4,12,9,7,5,12,37.5,8,4,50,18,32,17,33,31.73076923,10,215,67,282,21,0,462,12,0
Maxime Estève,Burnley,D,2,40,83,40,35.71428571,283,672,955,86.81818182,71,68.26923077,33,28,0,91,1,0,0,1,177,3,13,60,2,1,0.64193599,0.6657,10,0,0,0,0,57,55,2,0,0,,46,63.01369863,0,0,0,145,32,7,0,28,2405,0,2,0,0,0,0,0,0,0,0,162,2,0,6.628571429,0,0,0,0,0,0,0,0,0,0,8,1,8,1,2,66.66666667,32,22,68.75,7,3,5,117,66.10169492,112,382,718,1100,9,1,1450,12,0
Hjalmar Ekdal,Burnley,D,0,0,28,22,40.74074074,117,286,403,84.48637317,40,61.53846154,25,15,0,31,0,1,1,2,96,2,3,35,1,1,0.25656847,0.211,5,0,0,0,0,24,21,3,0,0,,23,69.6969697,0,0,0,74,9,3,0,13,1179,2,0,0,0,0,0,0,0,0,0,82,0,0,6.628571429,0,0,0,0,0,0,0,0,0,0,5,0,3,1,2,100,19,13,68.42105263,3,2,1,63,64.28571429,54,165,312,477,5,0,653,3,0
Kyle Walker,Burnley,D,6,20.68965517,195,75,37.87878788,434,429,863,75.56917688,39,50,39,29,2,128,3,0,2,4,89,13,17,107,0,2,1.05469485,0.127,27,0,0,0,2,53,49,4,0,0,,74,52.11267606,0,0,0,279,38,10,0,29,2549,1,0,0,0,0,0,0,0,0,0,487,4,0,6.596551724,0,0,0,0,0,0,0,0,0,0,1,2,1,0,11,47.82608696,43,24,55.81395349,10,23,29,113,51.36363636,198,635,507,1142,3,0,1828,20,8
Joe Worrall,Burnley,D,0,0,6,5,26.31578947,19,106,125,80.64516129,21,50,21,11,0,10,0,0,0,0,60,0,2,27,0,0,0.02442092,0.08,4,0,0,0,0,11,10,1,0,0,,4,40,0,0,0,30,5,0,0,5,517,0,0,0,0,0,0,0,0,0,0,37,0,0,6.57,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,4,3,75,0,0,0,25,48.07692308,19,43,112,155,1,0,253,1,0
Lucas Pires,Burnley,D,6,12.76595745,107,11,30.55555556,204,160,364,82.91571754,3,25,9,15,0,69,1,0,4,1,30,8,18,53,0,0,1.21544745,0.3182,11,0,0,0,0,24,20,4,0,0,,38,46.34146341,0,0,1,75,15,16,0,12,1103,5,0,0,0,0,0,0,0,0,0,172,5,0,6.56,1,0,0,0,0,0,0,0,0,0,6,5,6,1,11,61.11111111,24,19,79.16666667,16,18,47,41,43.61702128,36,256,183,439,11,0,742,3,0
Loum Tchaouna,Burnley,F,4,22.22222222,67,10,76.92307692,122,57,179,74.58333333,13,40.625,19,23,0,23,0,1,4,0,8,11,14,60,0,2,0.69158455,0.9393,4,0,6.25,1,1,15,13,2,0,1,,29,41.42857143,0,0,3,61,2,5,1,9,891,1,0,0,0,0,0,0,0,0,0,126,3,0,6.552173913,0,0,0,0,0,0,0,891,0,2,7,9,5,7,4,25,14,7,50,5,16,18,42,41.17647059,13,165,75,240,16,0,403,12,1
Axel Tuanzebe,Burnley,D,0,0,27,17,32.0754717,110,264,374,84.04494382,19,48.71794872,20,11,0,29,0,0,0,1,67,0,5,35,0,2,0.13002825,0.606,10,0,50,1,1,22,22,0,1,0,,14,48.27586207,0,0,0,71,8,0,0,11,932,1,1,0,0,1,0,0,0,0,0,74,0,0,6.527272727,0,1,0,0,0,0,0,932,0,0,2,0,1,1,0,0,12,6,50,0,0,1,33,48.52941176,53,153,292,445,2,0,569,2,1
Jacob Bruun Larsen,Burnley,F,7,17.94871795,98,3,30,153,63,216,81.50943396,9,34.61538462,17,23,1,29,2,2,6,0,13,10,5,58,0,0,1.07406984,1.3572,1,0,0,0,1,26,24,2,0,0,,22,34.92063492,0,0,1,49,6,11,0,10,970,3,0,0,0,0,0,0,0,0,0,138,4,0,6.52173913,0,0,0,0,0,0,0,0,0,5,8,8,6,4,10,28.57142857,12,4,33.33333333,11,35,39,31,34.83146067,10,194,71,265,16,0,463,0,0
Lyle Foster,Burnley,F,1,16.66666667,73,6,50,134,51,185,70.34220532,27,28.42105263,68,23,2,37,2,3,7,0,19,26,8,132,0,0,0.47419987,3.038,21,0,16.66666667,3,5,27,26,1,3,0,,36,36,0,0,0,78,4,10,1,15,1307,11,0,0,0,0,0,0,0,0,0,173,7,0,6.5,0,2,0,0,0,0,0,435.6666667,0,0,13,5,6,5,10,47.61904762,14,10,71.42857143,10,21,6,63,32.30769231,12,199,64,263,18,0,488,13,4
Quilindschy Hartman,Burnley,D,11,15.49295775,100,26,33.76623377,200,246,446,76.76419966,10,37.03703704,17,17,4,55,5,0,1,2,56,5,7,46,1,0,1.74547849,0.2055,10,0,0,0,4,31,31,0,0,0,,42,59.15492958,0,0,0,135,23,19,0,17,1503,1,0,0,0,0,0,0,0,0,0,259,0,0,6.458823529,0,0,0,0,0,0,0,0,0,0,2,5,3,3,3,30,36,22,61.11111111,19,10,71,52,53.06122449,77,300,281,581,7,0,965,3,1
Josh Laurent,Burnley,M,4,26.66666667,91,15,26.78571429,218,233,451,77.49140893,25,52.08333333,23,28,0,56,0,1,4,1,37,12,20,85,1,0,0.4478736,0.8329,25,0,7.692307692,1,1,36,33,3,1,0,,57,47.89915966,0,0,1,131,23,11,0,16,1596,2,0,0,0,1,0,0,0,0,0,181,2,0,6.446428571,1,1,0,0,0,0,0,1596,0,0,6,7,5,4,7,53.84615385,40,21,52.5,11,13,15,82,49.10179641,56,307,275,582,13,0,823,10,7
Mike Trésor,Burnley,M,0,0,1,0,0,4,8,12,80,0,0,3,4,0,2,0,0,0,0,0,1,0,5,0,0,0.00168631,,0,0,0,0,0,1,0,1,0,0,,0,0,0,0,0,3,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,10,0,0,6.425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,6,9,15,0,0,24,0,0
Ashley Barnes,Burnley,M,0,0,2,0,0,2,0,2,18.18181818,7,50,7,6,0,2,0,0,1,0,0,2,0,10,0,0,0.00223747,0.1055,2,0,0,0,0,3,2,1,0,0,,1,25,0,0,0,9,0,0,0,0,78,2,0,0,0,0,0,0,0,0,0,17,0,0,6.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,100,0,0,0,0,1,0,8,44.44444444,1,11,0,11,1,0,22,0,1
Jaydon Banel,Burnley,F,0,0,3,0,0,3,1,4,100,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0.00239017,,1,0,0,0,0,0,0,0,0,0,,1,33.33333333,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,2,0,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,25,0,3,1,4,0,0,7,1,0
Armando Broja,Burnley,F,0,0,46,1,100,70,22,92,69.17293233,33,30.8411215,74,20,1,25,1,3,8,0,8,20,5,125,0,0,0.13572765,2.1458,12,0,6.25,1,2,25,21,4,1,0,,27,34.61538462,1,0,0,41,3,4,0,8,829,5,0,0,0,0,0,0,0,0,0,110,6,0,6.395,0,0,0,0,0,0,0,829,0,0,15,1,2,6,7,33.33333333,6,3,50,4,21,2,60,32.43243243,1,103,30,133,16,0,297,14,0
Tom Edozie,Wolverhampton,M,0,0,0,1,100,2,0,2,66.66666667,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0.00047562,0.1648,0,0,100,1,1,0,0,0,1,0,,2,50,0,0,0,1,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,0,0,7.6,0,1,0,0,0,0,0,15,0,0,1,0,0,1,1,50,1,0,0,0,2,0,2,50,1,3,0,3,1,0,8,0,0
Sam Johnstone,Wolverhampton,G,0,0,33,127,39.6875,99,146,245,55.93607306,3,75,1,12,0,108,0,0,0,0,24,0,0,1,1,0,0.04546227,,0,0,0,0,0,24,18,6,0,0,-5.2984,2,100,0,7,0,193,0,0,0,12,1080,0,1,0,0,0,0,1,0,0,0,195,0,14,6.883333333,0,0,26,13,39,0,15,0,0,0,0,0,0,0,0,0,2,1,50,0,0,0,5,83.33333333,320,270,168,438,0,0,576,0,0
André,Wolverhampton,M,8,21.05263158,146,44,62.85714286,417,523,940,90.21113244,4,23.52941176,13,28,0,162,1,0,7,1,44,23,26,107,1,4,0.77133741,0.4376,33,0,9.090909091,1,1,39,34,5,0,1,,114,54.80769231,0,0,0,102,25,13,1,23,2136,0,0,0,0,0,0,0,0,0,0,191,7,0,6.857142857,0,0,0,0,0,0,0,2136,0,1,1,10,3,1,13,50,64,32,50,13,26,38,118,52.44444444,70,483,559,1042,11,1,1402,37,9
Emmanuel Agbadou,Wolverhampton,D,4,28.57142857,74,50,42.73504274,197,350,547,83.00455235,26,63.41463415,15,14,0,66,0,0,3,0,65,5,7,38,2,0,0.39670705,0.5605,10,0,0,0,0,27,22,5,0,0,,41,64.0625,0,0,0,112,13,4,0,12,1101,0,0,0,0,0,0,0,0,0,0,147,1,0,6.85,1,0,0,0,0,0,0,0,0,1,6,4,4,3,4,80,32,20,62.5,4,5,14,67,63.80952381,117,283,376,659,10,1,872,5,1
Rodrigo Gomes,Wolverhampton,M,2,10,54,2,25,94,43,137,78.28571429,6,37.5,10,15,0,21,0,0,1,0,12,4,4,34,0,0,0.32577077,1.698,4,0,21.42857143,3,3,11,8,3,3,0,,27,52.94117647,0,0,0,38,6,3,0,6,620,3,0,0,0,0,0,0,0,0,0,102,5,0,6.84,0,3,0,0,0,0,0,206.6666667,0,0,13,1,7,6,3,20,17,13,76.47058824,3,15,20,33,49.25373134,8,119,56,175,14,0,335,7,0
José Sá,Wolverhampton,G,0,0,35,122,34.95702006,95,261,356,60.44142615,15,93.75,1,19,0,172,0,0,0,4,40,0,0,1,1,1,0.06968808,,0,0,0,0,0,30,27,3,0,0,-3.0353,4,100,0,23,0,233,0,1,0,19,1710,0,0,0,0,0,0,2,0,0,0,236,0,26,6.831578947,0,0,36,14,50,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19,95,349,295,294,589,0,1,802,6,2
Mateus Mané,Wolverhampton,F,15,30,83,6,26.08695652,147,80,227,78.27586207,7,25.92592593,20,20,1,52,2,0,5,3,21,28,12,115,0,1,1.65710416,1.3625,21,0,6.666666667,2,3,20,19,1,0,2,,72,43.11377246,0,0,1,63,4,15,0,14,1291,1,0,1,0,0,0,0,0,0,2,218,7,0,6.83,0,2,0,0,0,0,0,645.5,0,2,8,22,13,12,19,34.54545455,17,8,47.05882353,14,55,50,79,40.72164948,23,191,99,290,30,1,641,36,0
João Gomes,Wolverhampton,M,9,34.61538462,226,33,58.92857143,530,509,1039,85.93879239,23,51.11111111,22,29,1,164,2,0,4,2,37,40,40,179,0,1,1.83324107,1.1477,56,0,6.25,1,2,43,37,6,1,0,,161,50.62893082,0,0,0,170,31,14,0,26,2309,0,0,0,0,0,0,0,0,0,0,293,9,0,6.796551724,0,1,0,0,0,0,0,2309,0,2,8,8,6,6,37,63.79310345,85,55,64.70588235,14,58,26,184,50.68870523,56,649,560,1209,16,1,1692,39,9
Santiago Bueno,Wolverhampton,D,2,40,61,44,47.82608696,242,494,736,87.10059172,37,54.41176471,31,22,1,50,0,0,1,4,84,3,10,65,0,1,1.03095708,1.6807,21,0,33.33333333,2,3,33,29,4,2,0,,50,59.52380952,0,0,0,109,20,7,0,21,1923,1,0,0,0,0,0,0,0,0,1,128,0,0,6.790909091,0,2,0,0,0,0,0,961.5,0,0,6,0,0,5,0,0,41,21,51.2195122,7,1,5,87,57.23684211,92,313,532,845,6,0,1097,9,4
Angel Gomes,Wolverhampton,M,2,50,29,8,66.66666667,50,56,106,86.17886179,0,0,1,7,0,13,0,0,0,0,2,0,2,9,0,0,0.16265095,0.1108,5,0,0,0,0,4,4,0,0,0,,16,66.66666667,0,0,0,17,0,3,0,4,302,0,0,0,0,0,0,0,0,0,0,26,0,0,6.771428571,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,66.66666667,8,4,50,3,3,4,16,64,12,58,65,123,3,0,166,6,1
Jean-Ricner Bellegarde,Wolverhampton,M,4,18.18181818,100,21,53.84615385,195,107,302,80.1061008,6,23.07692308,20,22,1,37,1,0,6,0,18,17,3,66,3,0,1.00999903,0.9772,17,0,5,1,2,26,20,6,1,0,,74,61.66666667,0,0,0,75,10,12,0,13,1089,0,0,1,0,0,0,0,0,0,0,151,4,0,6.763636364,0,1,0,0,0,0,0,1089,0,2,5,15,7,7,16,64,25,14,56,11,25,22,80,54.79452055,39,250,127,377,20,0,627,33,4
Pedro Lima,Wolverhampton,D,0,0,2,0,0,2,1,3,75,0,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0.0011857,,0,0,0,0,0,1,1,0,0,0,,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,2,0,0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,4,0,0,6,0,0
Hugo Bueno,Wolverhampton,D,48,34.04255319,144,22,35.48387097,257,307,564,80.91822095,16,47.05882353,18,28,1,100,4,0,1,3,53,27,26,123,0,2,2.88959082,0.4961,14,0,10,1,2,33,27,6,0,1,,102,49.27536232,0,0,0,133,33,31,1,21,1957,2,0,0,0,0,0,0,0,0,0,350,5,0,6.696428571,0,0,0,0,0,0,0,1957,0,0,5,5,4,5,26,40,56,33,58.92857143,31,65,141,118,48.9626556,62,328,369,697,10,1,1396,20,1
Yerson Mosquera,Wolverhampton,D,2,11.11111111,68,20,30.3030303,182,340,522,80.80495356,34,43.03797468,45,22,0,78,1,2,7,4,91,4,14,97,0,1,0.52376183,1.5759,25,0,0,0,0,31,27,4,0,0,,91,63.63636364,0,0,3,124,19,10,0,19,1711,1,2,0,0,2,0,0,0,0,0,240,0,0,6.685714286,0,0,0,0,0,0,0,0,0,0,20,1,8,6,7,38.88888889,51,33,64.70588235,10,18,18,125,56.30630631,66,253,393,646,21,1,1123,35,9
Ladislav Krej?í,Wolverhampton,D,2,18.18181818,130,80,45.71428571,327,615,942,83.2155477,53,54.08163265,45,24,1,63,1,2,4,3,104,6,12,92,1,3,1.33883534,1.9986,30,0,12.5,2,3,37,30,7,2,0,,29,38.15789474,1,0,0,190,28,7,1,23,2040,0,1,0,0,0,0,0,0,0,0,224,0,0,6.675,1,0,0,0,0,0,0,1020,0,0,15,1,4,8,1,50,22,15,68.18181818,7,2,11,82,47.12643678,175,460,672,1132,16,0,1410,7,3
Marshall Munetsi,Wolverhampton,M,3,21.42857143,47,6,50,81,26,107,63.31360947,30,46.875,34,13,1,20,1,0,2,0,30,11,9,77,0,0,0.38380346,1.6064,19,0,7.142857143,1,2,19,14,5,1,0,,35,44.87179487,1,0,1,62,7,3,0,9,877,4,0,0,0,0,0,0,0,0,0,112,5,0,6.646153846,0,0,0,0,0,0,0,877,0,0,12,2,6,6,5,55.55555556,21,12,57.14285714,3,9,14,65,45.77464789,12,131,38,169,14,0,342,10,2
